Project Name,Customer Name,Current Build Version,Released Build Version,Owner,Released Date,SQA Bugs - Product,SQA Bugs - Module,SQA Bugs - SA/SI,SQA Bugs Total,SQA Bugs Learning (CAPA),SIT/UAT/HAT Bugs - Product,SIT/UAT/HAT Bugs - Module,SIT/UAT/HAT Bugs - SA/SI,SIT/UAT/HAT Bugs Total,SIT Bugs Learning (CAPA),Production Bugs - Product,Production Bugs - Module,Production Bugs - SA/SI,Production Bugs Total,Production Bugs Learning (CAPA),Automation Coverage %,MTTR (hrs),Release Quality Score (0-10),Learning 1 Team,Learning 1 Note,Learning 1 Owner,Learning 1 Due Date,Learning 2 Team,Learning 2 Note,Learning 2 Owner,Learning 2 Due Date,Learning 3 Team,Learning 3 Note,Learning 3 Owner,Learning 3 Due Date,Learning 4 Team,Learning 4 Note,Learning 4 Owner,Learning 4 Due Date,Learning 5 Team,Learning 5 Note,Learning 5 Owner,Learning 5 Due Date,CAPA 1 Stage,CAPA 1 Title,CAPA 1 Severity,CAPA 1 RCA,CAPA 1 Action,CAPA 1 Owner,CAPA 1 Due Date,CAPA 2 Stage,CAPA 2 Title,CAPA 2 Severity,CAPA 2 RCA,CAPA 2 Action,CAPA 2 Owner,CAPA 2 Due Date,CAPA 3 Stage,CAPA 3 Title,CAPA 3 Severity,CAPA 3 RCA,CAPA 3 Action,CAPA 3 Owner,CAPA 3 Due Date,CAPA 4 Stage,CAPA 4 Title,CAPA 4 Severity,CAPA 4 RCA,CAPA 4 Action,CAPA 4 Owner,CAPA 4 Due Date,CAPA 5 Stage,CAPA 5 Title,CAPA 5 Severity,CAPA 5 RCA,CAPA 5 Action,CAPA 5 Owner,CAPA 5 Due Date
DHL Figgs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
