Project Name,Customer Name,Current Build Version,Released Build Version,Owner,Released Date,SQA Bugs - Product,SQA Bugs - Module,SQA Bugs - SA/SI,SQA Bugs Total,SQA Bugs Learning (CAPA),SIT/UAT/HAT Bugs - Product,SIT/UAT/HAT Bugs - Module,SIT/UAT/HAT Bugs - SA/SI,SIT/UAT/HAT Bugs Total,SIT Bugs Learning (CAPA),Production Bugs - Product,Production Bugs - Module,Production Bugs - SA/SI,Production Bugs Total,Production Bugs Learning (CAPA),Automation Coverage %,Release Quality Score (0-10)
DHL Figgs,,,,,,,,,,,,,,,,,,,,,,
