Project Name,Customer Name,Release Version,Owner,Release Date,Test Pass Rate %,Automation Coverage %,MTTR (hrs),SQA Bugs,SIT Bugs,Production Bugs,Critical Bugs Open,JIRA IDs,CAPA Action IDs,Issue 1 JIRA ID,Issue 1 Title,Issue 1 Severity,Issue 1 RCA,Issue 1 CAPA,Issue 1 Owner,Issue 1 Due Date,Issue 2 JIRA ID,Issue 2 Title,Issue 2 Severity,Issue 2 RCA,Issue 2 CAPA,Issue 2 Owner,Issue 2 Due Date,Learning 1 Team,Learning 1 Note,Learning 1 Owner,Learning 1 Due Date,Learning 2 Team,Learning 2 Note,Learning 2 Owner,Learning 2 Due Date,Learning 3 Team,Learning 3 Note,Learning 3 Owner,Learning 3 Due Date
Apotek,Apotek Sweaden,v1.0.0,Ashwin,2026-05-22,92,75,24,13,20,10,10,"GM-305398, GM-297791, GM-306288, GM-305626, GM-305654, GM-306327, GM-305234, GM-306278, GM-306091, GM-305087, GM-297886, GM-299708, GM-300187, GM-299114, GM-306489, GM-305506, GM-305187, GM-300514, GM-305652, GM-305497, GM-296781, GM-299812, GM-286519, GM-292826, GM-296988, GM-296530, GM-292777, GM-299475, GM-304023, GM-305800, GM-305638, GM-298852, GM-306109, GM-299485, GM-293307, GM-296820, GM-299172, GM-305212, GM-305223, RPE-29609, GM-297028, GM-305748, GM-295449","GM-295231, GM-296501",GM-295449,unable to generate Inventory Report,critical,"invetory report manager spawns a new process  to generate inventory report data followed by ets updated where it sotres the parameter for which inventory report is generated.

that process return the result to inventory_manager, manager checks current parameter if it matches the report is return to API process.

but do to race condition, new spawed process return result even before next line could be executed(ets update). This caused manager to drop the report generated as there were no params present in ets",Occurred with the race condition can be checked at module level,Ashwin,,GM-295449,Butler trying path request without any retry timer when path made through rack not updated in cowhca,critical,The rack was not updated in cowhca because of stale reservations and cowhca was giving path through rack. Because of this the bot was trying path infinitely.,It was tested and was working fine seems it's an CPU utilisation issue at infra level.,Ashwin,,Engineering,The rack was not updated in cowhca because of stale reservations and cowhca was giving path through rack. Because of this the bot was trying path infinitely.,Engineering Manager,,QA,Add the leaked bugs into test cases and also put in the final test checklist,QA manager,,Product,Requirement gaps should be captured durinf,,
